SURV,BASIN,SEGMENT,ZONE,DATE,TIME,STATION,SITE,LATDEC,LOEC,DEPTH,NOX-S,NOX-B,NO3_S,NO3_B,NO2-S,NO2-B,NH4-S,NH4-B,TN-S,TN-B,DIN-S,DIN-B,TON-S,TON-B,TP-S,TP-B,SRP-S,SRP-B,APA-S,APA-B,CHLA-S,CHLA-B,TOC-S,TOC-B,SiO2-S,SiO2-B,TURB-S,TURB-B,SAL-S,SAL-B,TEMP-S,TEMP-B,DO-S,DO-B,Kd,pH,TN:TP,N:P,DIN:TP,Si:DIN,%SAT-S,%SAT_B,%Io,DSIGT
30,FK,OFF,REEF,11/5/2002,11:06,280,Eastern Dry Rocks,24.4536,-81.8437,14.5,0.2154,0.2166,0.1976,0.196,0.0178,0.0206,0.1262,0.2106,4.7236,5.41,0.3416,0.4272,4.3821,4.9829,0.1478,0.1207,0.0297,0.025,0.0423,0.0442,0.08,,116.77,152.68,0.0879,0.0253,0.13,0.24,36.27,36.27,28.05,28.06,5.38,5.45,0.07,,31.954,11.51,2.311,0.257,81.341,82.422,34.198,-0.002
31,FK,OFF,REEF,3/4/2003,12:55,280,Eastern Dry Rocks,24.4536,-81.8437,44.75,0.0964,0.9932,0.0812,0.9163,0.0152,0.0769,0.221,0.3647,5.3046,4.5748,0.3174,1.3579,4.9871,3.2168,0.1241,0.1305,0.0543,0.058,0.0283,0.0274,0.2,,204.31,168.27,1.3017,1.7835,0.78,0.95,35.77,36.27,25.29,20.73,5.85,6,0.11,,42.746,5.851,2.558,4.086,85.878,83.655,0.696,1.84
32,FK,OFF,REEF,6/3/2003,12:54,280,Eastern Dry Rocks,24.4536,-81.8437,24,0.2677,0.2151,0.251,0.1946,0.0166,0.0205,0.1611,0.3981,18.4282,19.2352,0.4287,0.6132,17.9994,18.622,0.348,0.3217,0.0216,0.0522,0.0904,0.078,0.08,,115.44,119.23,0.3075,0.4147,0.32,0.23,36.45,36.41,29.32,28.28,4.76,5.22,,,52.949,19.817,1.232,0.715,72.794,79.159,,0.382
33,FK,OFF,REEF,9/30/2003,12:24,280,Eastern Dry Rocks,24.4536,-81.8437,29.5,0.2384,0.302,0.1923,0.2515,0.0461,0.0504,0.2093,0.2758,15.5461,12.8605,0.4477,0.5778,15.0984,12.2827,0.1054,0.0879,0.0512,0.0569,0.018,0.019,0.19,,113.62,113.41,0.123,0.1751,0.03,0.12,35.5,35.61,29.63,29.56,5.62,5.87,0.08,,147.482,8.752,4.247,0.274,85.633,89.457,9.168,0.11
34,FK,OFF,REEF,11/11/2003,11:13,280,Eastern Dry Rocks,24.4536,-81.8437,28.8,0.1053,0.1114,0.0587,0.0744,0.0466,0.0369,0.2712,0.2662,11.2172,11.3797,0.3764,0.3775,10.8408,11.0021,0.0923,0.1231,0.0388,0.0416,0.0313,0.0362,0.59,,115.94,99.78,0.4071,0.253,0.08,0.1,35.91,35.83,27.32,27.38,4.75,6.44,0.12,,121.589,9.707,4.08,1.078,71.259,96.554,3.644,-0.082
35,FK,OFF,REEF,3/18/2004,12:00,280,Eastern Dry Rocks,24.4536,-81.8437,45,0.1163,0.1011,0.0683,0.0368,0.0481,0.0642,0.1584,0.2618,14.5089,15.9464,0.2747,0.3629,14.2342,15.5836,0.1286,0.1007,0.0257,0.0123,0.0406,0.0558,0.12,,119.67,143.35,0.2204,0.2172,0.54,0.66,36.28,36.29,24.41,23.66,6,6.13,,,112.799,10.702,2.136,0.799,87.656,88.704,,0.253
36,FK,OFF,REEF,5/27/2004,11:35,280,Eastern Dry Rocks,24.4536,-81.8437,38,0.0598,0.0996,,,0.0598,0.0664,0.0548,0.0985,18.17,18.5177,0.1147,0.1981,18.0553,18.3196,0.269,0.2694,0.0297,0.0231,0.0256,0.0243,0.52,,88.72,87.47,0.5591,0.4483,0.13,0.16,36.51,36.47,26.82,23.65,6.39,6.48,0.46,,67.536,3.864,0.426,4.859,95.699,93.857,0,1.087
37,FK,OFF,REEF,8/3/2004,10:56,280,Eastern Dry Rocks,24.4536,-81.8437,40.9,0.049,0.3276,0.0293,0.2628,0.0198,0.0648,0.174,0.3005,10.1208,13.7098,0.223,0.6281,9.8978,13.0817,0.2831,0.1699,0.0075,0.0107,0.1157,0.0484,0.54,,91.04,84.85,0.1635,0.4527,0.53,0.42,36.32,35.92,29.83,27.78,1.48,5.39,,,35.751,29.743,0.788,0.731,22.698,81.077,,0.51
38,FK,OFF,REEF,10/26/2004,12:18,280,Eastern Dry Rocks,24.4536,-81.8437,46,0.0306,0.0573,0.0269,0.0415,0.0038,0.0159,0.0693,0.0624,14.7705,11.4707,0.1,0.1197,14.6705,11.3509,0.29,0.2435,0.0213,0.0167,0.0229,0.0414,,,109.6,2137.74,0.3012,0.149,0.12,0.14,35.99,35.88,27.81,27.77,5.83,5.83,0.13,,50.927,4.7,0.345,3.002,87.872,87.772,0.204,-0.065
39,FK,OFF,REEF,1/25/2005,13:30,280,Eastern Dry Rocks,24.4536,-81.8437,46,0.2015,0.1869,0.0358,0.1413,0.1657,0.0456,0.3965,0.1838,7.2762,9.5319,0.5979,0.3707,6.6782,9.1611,0.1336,0.1313,0.0376,0.0229,0.0187,0.0201,0.17,,92.6,91.77,0.1111,0.2722,0.03,0.08,36.42,36.51,22.8,22.6,6.91,6.37,0.04,,54.476,15.899,4.477,0.185,99.076,91.224,13.092,0.125
40,FK,OFF,REEF,5/3/2005,11:51,280,Eastern Dry Rocks,24.4536,-81.8437,42,0.0626,0.1333,0.0293,0.0873,0.0333,0.046,0.1855,0.2346,0.7268,0.9567,0.2481,0.3679,0.4787,0.5888,0.1638,0.1257,0.0258,0.0236,0.0574,0.0257,0.21,,118.8,104.66,0.267,0.1079,0.64,0.27,36.35,36.34,25.66,24.81,5.21,5.05,,,4.436,9.603,1.514,1.072,77.087,74.086,,0.284
41,FK,OFF,REEF,8/2/2005,11:39,280,Eastern Dry Rocks,24.4536,-81.8437,46,0.0556,0.0673,0.0409,0.0396,0.0147,0.0277,0.1468,0.1601,22.5287,7.7671,0.2025,0.2274,22.3263,7.5397,0.1913,0.1605,0.0455,0.0382,0.0876,0.0364,0.41,,106.97,85.72,2.46,0.5143,0.16,0.27,36.18,36.09,30.44,29.87,4.97,5.66,0.09,,117.794,4.454,1.059,12.106,76.498,86.727,1.856,0.162
42,FK,OFF,REEF,12/6/2005,11:20,280,Eastern Dry Rocks,24.4536,-81.8437,28,0.4531,0.787,0.2635,0.564,0.1895,0.2231,0.4696,0.9285,9.658,11.1687,0.9226,1.7155,8.7354,9.4532,0.2346,0.1867,0.047,0.0305,0.0441,0.0587,0.13,,181.33,188.08,1.0088,1.9188,0.85,3.05,35.8,35.71,24.52,23.98,5.17,5.24,0.1,,41.177,19.632,3.934,1.09,75.345,75.901,6.358,0.117
43,FK,OFF,REEF,2/7/2006,11:00,280,Eastern Dry Rocks,24.4536,-81.8437,30,0.2376,0.3145,0.2123,0.2752,0.0254,0.0393,2.4037,1.4197,9.7443,12.1888,2.6413,1.7342,7.103,10.4546,0.1616,0.1277,0.0423,0.0366,0.0159,0.021,0.22,,115.52,117.56,0.0579,0.0509,0.62,0.6,36.3,36.3,22.9,22.91,4.11,4.11,0.11,,60.317,62.467,16.35,0.022,58.939,58.959,3.226,-0.003
44,FK,OFF,REEF,5/4/2006,10:51,280,Eastern Dry Rocks,24.4536,-81.8437,34,0.1167,0.0569,0.0838,0.0319,0.0329,0.0249,,0.589,1.287,1.7842,,0.6458,,1.1384,0.2792,0.4264,0.0259,0.0325,0.0767,0.0689,0,,116.54,124.8,0.1759,0.1485,1.02,1,36.44,36.44,25.9,25.79,5.2,5.45,0.04,,4.61,,,,77.218,80.787,27.839,0.039
45,FK,OFF,REEF,9/8/2006,11:21,280,Eastern Dry Rocks,24.4536,-81.8437,39,0.1889,0.0776,0.1693,0.0585,0.0197,0.0191,0.6182,0.191,7.6063,7.9801,0.8071,0.2686,6.7992,7.7115,0.3892,0.3999,0.0321,0.0519,0.1728,0.1574,0.01,,116.19,106.43,3.8853,3.4495,0.87,0.91,36.16,36.17,30.07,29.81,5.6,4.66,0.09,,19.545,25.107,2.074,4.797,86.003,71.433,2.987,0.119
46,FK,OFF,REEF,12/14/2006,10:39,280,Eastern Dry Rocks,24.4536,-81.8437,33,0.0618,0.0504,0.0125,,0.0492,0.0504,0.1815,0.2583,13.7824,13.6042,0.2433,0.3087,13.5392,13.2955,0.5064,0.5034,0.0075,0.0062,0.0393,0.0278,0.12,,113.5,87.2,0.336,2.1797,0.19,0.23,34.4,36.29,25.41,25.92,4.61,4.63,0.01,,27.218,32.481,0.48,1.376,67.237,68.694,73.088,1.23
47,FK,OFF,REEF,2/21/2007,10:40,280,Eastern Dry Rocks,24.4536,-81.8437,38,0.3006,0.1411,0.2788,0.1318,0.0218,0.0093,0.858,0.1091,5.1417,5.3076,1.1586,0.2501,3.9831,5.0575,0.3577,0.3734,0.0348,0.0254,,,0.69,,97.32,97.04,1.0438,0.8425,0.25,0.22,36.14,36.14,22.11,21.62,4.17,4.15,0.07,,14.376,33.253,3.239,0.898,59.171,58.488,7.38,0.151
48,FK,OFF,REEF,6/14/2007,12:54,280,Eastern Dry Rocks,24.4536,-81.8437,28,0.2814,0.0323,0.2491,0.0143,0.0323,0.0179,4.3117,0.3448,15.9059,15.9476,4.5931,0.377,11.3128,15.5706,0.2126,0.1943,0.0346,0.0405,,,0.1,,110.04,108.49,0.1213,0.2166,0.17,0.15,35.37,36.3,28.88,26.07,3.38,3.73,0.04,,74.809,132.842,21.602,0.026,51.133,55.457,32.646,1.752
49,FK,OFF,REEF,8/23/2007,13:10,280,Eastern Dry Rocks,24.4536,-81.8437,35,0.1947,0.1267,0.1188,0.0557,0.0759,0.071,0.4162,0.2795,4.2193,4.9745,0.6109,0.4062,3.6085,4.5683,0.1309,0.1564,0.022,0.015,,,0.12,,111.56,99.46,0.3956,0.2853,0.09,0.11,36.14,36.41,30.01,29.91,5.51,5,0.11,,32.225,27.818,4.666,0.645,84.537,76.716,2.465,0.246
50,FK,OFF,REEF,10/24/2007,12:13,280,Eastern Dry Rocks,24.4536,-81.8437,44,0.1775,0.2211,0.1557,0.2026,0.0218,0.0185,0.3177,0.5623,9.9794,10.4152,0.4952,0.7834,9.4842,9.6319,0.1187,0.1385,0.0762,0.0512,,,0.14,,82.89,80.2,0.2714,0.3568,,,36.08,36.08,28.57,28.55,6.02,6.02,0.05,,84.065,6.498,4.171,0.546,91.334,91.322,9.595,0.006
51,FK,OFF,REEF,2/1/2008,11:35,280,Eastern Dry Rocks,24.4536,-81.8437,31.44,0.0499,0.0432,0.0407,0.0325,0.0092,0.0106,0.1238,0.2816,10.6722,13.851,0.1737,0.3248,10.4985,13.5263,0.2995,0.3047,0.0101,0.0252,,,0.14,,75.8,78.55,0.2627,0.444,0.25,1.11,36.29,36.3,23.7,23.6,6.86,6.87,0.07,,35.634,17.196,0.58,1.507,99.29,99.342,10.201,0.03
52,FK,OFF,REEF,6/5/2008,12:47,280,Eastern Dry Rocks,24.4536,-81.8437,45,0.0432,0.0319,0.0317,0.0203,0.0115,0.0116,0.1955,0.2476,7.2138,7.2373,0.2387,0.2795,6.9751,6.9578,0.256,0.295,0.0521,0.0478,,,0.23,,88.33,96.92,0.1812,0.1596,,,,,,,,,,,28.184,4.585,0.933,0.756,,,,
53,FK,OFF,REEF,8/11/2008,10:00,280,Eastern Dry Rocks,24.4536,-81.8437,31.59,0.1058,0.2074,0.0894,0.1887,0.0164,0.0188,0.1843,0.0575,19.1829,16.8985,0.2901,0.265,18.8928,16.6335,0.2111,0.2125,0.0646,0.042,,,0.33,,84.95,78.74,0.0207,0.2062,0.39,1.31,36.3,36.53,30.14,24.35,6.16,6.77,0.08,,90.875,4.493,1.374,0.071,94.709,98.921,7.272,2.344
54,FK,OFF,REEF,12/6/2008,18:04,280,Eastern Dry Rocks,24.4536,-81.8437,28.62,0.0575,0.1651,0.0461,0.1511,0.0113,0.0141,0.1036,0.1706,11.6257,11.0202,0.1611,0.3358,11.4646,10.6844,0.1568,0.1593,0.0185,0.0305,,,0.4,,109.79,109.7,0.0175,0.2575,0.31,1.34,36.06,36.06,24.11,23.14,6.82,6.93,0.11,,74.143,8.691,1.027,0.108,99.034,99.582,4.336,0.313
55,FK,OFF,REEF,2/13/2009,13:33,280,Eastern Dry Rocks,24.4536,-81.8437,32.37,0.3332,0.257,0.3113,0.2342,0.022,0.0228,0.3454,0.3825,6.4352,8.5186,0.6787,0.6395,5.7565,7.8791,0.1915,0.1887,0.0125,0.0093,,,0.37,,77.67,76.07,0.0335,0.1638,0.73,1.8,36.46,36.22,23.2,22.69,6.91,6.98,0.09,,33.602,54.504,3.544,0.049,99.583,99.837,6.201,-0.024
56,FK,OFF,REEF,5/27/2009,11:17,280,Eastern Dry Rocks,24.4536,-81.8437,28.23,0.0559,0.356,0.0435,0.3244,0.0124,0.0316,0.3182,0.2443,9.0828,9.1791,0.3741,0.6003,8.7087,8.5788,0.1694,0.154,0.0268,0.0239,,,0.11,,138.54,128.8,0.287,0.4883,0.29,1.5,36.55,36.18,28.09,27.55,6.36,6.43,0.04,,53.622,13.974,2.208,0.765,96.368,96.745,36.361,-0.07
57,FK,OFF,REEF,7/17/2009,16:14,280,Eastern Dry Rocks,24.4536,-81.8437,28.21,0.1116,0.1307,0.075,0.1,0.0366,0.0307,0.2376,0.2483,14.5776,14.0363,0.3492,0.379,14.2284,13.6573,0.2397,0.1802,0.039,0.041,,,0.12,,82.22,80.07,0.6374,1.0195,0.56,0.99,36.46,36.48,30.94,29.22,6.08,6.25,0.09,,60.827,8.946,1.457,1.819,94.037,95.477,8.809,0.722
58,FK,OFF,REEF,10/14/2009,7:54,280,Eastern Dry Rocks,24.4536,-81.8437,21.86,0.1564,0.1324,0.1073,0.1105,0.0491,0.0219,0.1508,0.1305,16.3252,8.0903,0.3072,0.2629,16.018,7.8274,0.1311,0.1417,0.0574,0.0511,,,0.19,,92.71,101.74,0.2752,0.1282,0.53,0.58,35.66,35.67,29.94,29.94,6.2,6.2,0.11,,124.526,5.354,2.343,0.893,94.835,94.83,8.565,-0.002
59,FK,OFF,REEF,3/8/2010,12:22,280,Eastern Dry Rocks,24.4536,-81.8437,31.16,0.0344,0.044,0.0242,0.0351,0.0102,0.0089,0.0815,0.1473,8.597,6.0576,0.1159,0.1913,8.481,5.8663,0.2967,0.2966,0.015,0.0241,,,0.69,,105.64,110.04,0.157,0.1272,1.63,4.03,36.47,36.52,19.26,17.8,7.42,7.62,0.21,,28.973,7.721,0.391,1.349,101.399,101.889,0.132,0.422
60,FK,OFF,REEF,5/7/2010,7:55,280,Eastern Dry Rocks,24.4536,-81.8437,29.36,0.3002,0.5658,0.2962,0.5144,0.0039,0.0514,0.7458,0.6612,28.0232,41.3745,1.046,1.2269,26.9773,40.1475,0.1294,0.1275,0.0104,0.0126,,,0.17,,120.27,95.25,0.8048,0.1983,0.28,2.07,36.7,36.45,27.95,22,6.37,7.06,0.14,,216.529,100.433,8.082,0.767,96.488,100.208,1.897,1.873
61,FK,OFF,REEF,7/12/2010,8:10,280,Eastern Dry Rocks,24.4536,-81.8437,31.68,0.2285,0.8138,0.1768,0.7358,0.0516,0.078,0.0728,0.2943,32.6908,46.2743,0.3012,1.1081,32.3896,45.1662,0.1056,0.1211,0.0241,0.0403,,,0.46,,124.4,98.83,2.7095,0.9029,1.03,5.7,36.37,36.32,30.5,25.82,6.12,6.61,0.13,,309.608,12.476,2.853,8.963,94.408,97.976,1.391,1.778
62,FK,OFF,REEF,10/17/2010,8:10,280,Eastern Dry Rocks,24.4536,-81.8437,31.46,0.2049,0.167,0.1189,0.1201,0.0859,0.047,0.4088,0.2759,33.8312,47.3159,0.6137,0.443,33.2175,46.8729,0.1067,0.1182,0.0292,0.0782,,,0.2,,88.21,86.23,0.25,0.2714,0.05,0.23,36,35.99,27.56,27.41,6.43,6.45,0.09,,317.216,21.03,5.754,0.406,96.725,96.838,5.539,0.048
63,FK,OFF,REEF,1/28/2011,8:21,280,Eastern Dry Rocks,24.4536,-81.8437,45,0.2415,0.3491,0.187,0.2832,0.0545,0.066,0.109,0.0617,13.1758,12.7477,0.3505,0.4108,12.8253,12.3369,0.1318,0.1536,0.0293,0.0368,,,0.45,,264.71,233.49,1.5854,1.6687,2,2.2,35.88,36.27,20.2,20.49,7.32,7.26,0.24,,99.984,11.959,2.66,4.507,100.987,100.892,0.002,0.213
64,FK,OFF,REEF,4/13/2011,8:19,280,Eastern Dry Rocks,24.4536,-81.8437,45,0.0524,0.2745,0.0235,0.2278,0.0289,0.0466,0.0882,0.0912,10.1176,10.0031,0.1406,0.3656,9.977,9.6374,0.1339,0.1659,0.0258,0.011,,,0.53,,68.64,73.36,0.1855,0.5001,0.57,0.57,36.12,36.26,26.32,24.92,6.56,6.71,0.11,,75.561,5.444,1.05,1.315,97.618,98.551,0.791,0.606
65,FK,OFF,REEF,7/14/2011,8:25,280,Eastern Dry Rocks,24.4536,-81.8437,45,0.3835,0.8637,0.0214,0.7925,0.3622,0.0712,0.8321,1.4784,7.6899,4.073,1.2157,2.342,6.4742,1.731,0.1219,0.1169,0.0403,0.0425,,,0.28,,108.14,89.83,0.6057,1.201,0.1,0.11,36.65,36.64,30,29.61,6.16,6.2,0.11,,63.068,30.137,9.97,0.496,94.855,95.173,0.661,0.151
66,FK,OFF,REEF,12/8/2011,12:50,280,Eastern Dry Rocks,24.4536,-81.8437,32.7,0.1309,0.1867,0.0834,0.1149,0.0475,0.0718,0.1748,0.2307,9.2727,9.6984,0.3057,0.4174,8.967,9.281,0.1522,0.1592,0.1365,0.1158,,,0.32,,2.67,,0.8405,1.1431,0,1.08,35.86,35.85,24.99,24.85,6.72,6.74,0.06,,60.937,2.239,2.009,2.74,98.479,98.567,95.143,0.046
67,FK,OFF,REEF,3/14/2012,13:01,280,Eastern Dry Rocks,24.4536,-81.8437,32.7,0.0881,0.0437,0.0722,0.0322,0.016,0.0116,0.2621,0.2377,6.4008,6.2988,0.3502,0.2814,6.0506,6.0175,0.1229,0.1207,0.0443,0.0264,,,0.26,,87.67,85.04,0.58,0.64,0,0,35.92,35.94,25.31,25.17,6.68,6.7,0.06,,52.064,7.913,2.848,1.651,98.28,98.368,13.528,0.06
68,FK,OFF,REEF,5/8/2012,13:00,280,Eastern Dry Rocks,24.4536,-81.8437,27.87,0.0468,0.258,0.0301,0.2199,0.0168,0.0381,0.0837,0.2225,6.5244,6.1891,0.1305,0.4805,6.3939,5.7086,0.1425,0.1466,0.0178,0.0361,,,0.21,,97.92,90.71,0.1495,0.1679,0,0,36.12,36.21,26.68,24.71,6.52,6.74,0.07,,45.783,7.325,0.916,1.141,97.368,98.682,12.882,0.768
69,FK,OFF,REEF,9/25/2012,11:52,280,Eastern Dry Rocks,24.4536,-81.8437,27.57,0.7062,0.7648,0.6462,0.6899,0.06,0.0749,0.612,0.2971,10.4255,8.203,1.3182,1.0619,9.1074,7.1412,0.2501,0.2326,0.0118,0.0103,,,0.43,,92.71,95.42,2.5942,3.227,0.05,0.2,36.22,36.27,28.73,28.46,6.31,6.33,0.17,,41.68,112.183,5.27,1.961,95.851,96.066,0.952,0.144
70,FK,OFF,REEF,12/13/2012,10:20,280,Eastern Dry Rocks,24.4536,-81.8437,33.05,0.1492,0.12,0.1041,0.0868,0.0451,0.0332,0.3313,0.4051,6.4249,5.4443,0.4805,0.5251,5.9444,4.9192,0.1586,0.1461,0.0179,0.0346,,,0.36,,106.69,95.35,1.053,0.7633,0,0,36.08,36.02,25.73,25.49,6.63,6.66,0.1,,40.515,26.874,3.03,2.184,98.014,98.169,3.853,0.041
71,FK,OFF,REEF,2/9/2013,11:56,280,Eastern Dry Rocks,24.4536,-81.8437,32.3,0.1942,0.2092,0.1688,0.176,0.0254,0.0332,0.3322,1.0443,7.9431,4.7527,0.5263,1.2535,7.4167,3.4992,0.1288,0.1449,0.0604,0.0469,,,0.33,,118.04,112.6,0.4176,0.4714,0,0,36.32,36.43,24.11,23.1,6.81,6.92,0.05,,61.656,8.718,4.086,0.79,99.05,99.633,19.024,0.413
72,FK,OFF,REEF,6/21/2013,12:21,280,Eastern Dry Rocks,24.4536,-81.8437,27.34,0.2117,0.0053,0.1955,,0.0161,0.0067,1.064,0.7345,7.0765,6.7996,1.2757,0.7398,5.8008,6.0598,0.1181,0.1209,0.0844,0.0026,,,0.2,,104.83,103.92,0.0693,0.0085,0,0,35.9,35.91,30.81,30.82,6.3,6.32,0.08,,59.925,15.118,10.803,0.054,96.981,97.394,12.683,0.005
73,FK,OFF,REEF,9/12/2013,14:30,280,Eastern Dry Rocks,24.4536,-81.8437,29.21,0.2814,0.1518,0.2459,0.1171,0.0354,0.0347,0.2712,0.266,4.7541,3.5071,0.5525,0.4178,4.2016,3.0893,0.2138,0.1331,0.0302,0.0221,,,0.26,,101.96,101.67,0.0571,0.055,0.1,0.08,35.52,36.02,29.39,28.14,6.26,6.37,1.41,,22.239,18.296,2.585,0.103,95.271,96.294,0,0.867
74,FK,OFF,REEF,12/2/2013,17:00,280,Eastern Dry Rocks,24.4536,-81.8437,29.21,0.017,0.2024,0.0075,0.1586,0.0095,0.0439,0.1281,0.1146,1.4929,1.0129,0.1451,0.3171,1.3478,0.6958,0.0438,0.0509,0.0197,0.0113,,,0.18,,100.75,96,0.0125,0.0873,0.28,0.47,36.08,36.13,26.63,26.38,6.53,6.56,0.1,,34.096,7.364,3.314,0.086,97.406,97.582,94.743,0.126
75,FK,OFF,REEF,2/25/2014,11:47,280,Eastern Dry Rocks,24.4536,-81.8437,29.21,0.0842,0.1272,0.0699,0.0978,0.0143,0.0294,0.5431,0.6972,6.1043,5.869,0.6273,0.8244,5.477,5.0446,0.7344,0.7033,0.0342,0.0189,,,0.27,,117.5,94.75,0.1465,0.1205,0.17,0.2,36.16,36.24,25.25,24.09,6.5,6.79,0.08,,8.312,18.342,0.854,0.233,95.602,98.804,95.47,0.459
76,FK,OFF,REEF,5/23/2014,14:41,280,Eastern Dry Rocks,24.4536,-81.8437,27.94,0.4529,0.4495,0.386,0.379,0.0669,0.0705,0.4794,0.56,7.1132,8.4318,0.9324,1.0095,6.1808,7.4223,0.2385,0.1839,0.0015,0.027,,,0.42,,83.42,85.17,0.1192,0.0124,0.24,0.29,36.49,36.48,27.72,26.76,6.4,6.5,0.06,,29.825,611.995,3.909,0.127,96.644,97.338,21.099,0.349
77,FK,OFF,REEF,7/25/2014,15:50,280,Eastern Dry Rocks,24.4536,-81.8437,32.07,0.5764,0.8441,0.5205,0.7878,0.0559,0.0563,0.6087,0.4432,6.2719,6.2719,1.185,1.2872,5.0869,4.9847,0.0427,0.0621,0.0371,0.0285,,,0.07,,94.67,74.73,0.05,0.244,0.25,0.96,36.69,36.37,31.7,25.73,6,6.62,0.13,,146.811,31.941,27.739,0.042,93.378,98.037,1.491,2.118
78,FK,OFF,REEF,11/18/2014,11:20,280,Eastern Dry Rocks,24.4536,-81.8437,23.18,0.3344,0.2729,0.302,0.2493,0.0324,0.0236,0.1299,0.2098,4.9778,4.2143,0.4643,0.4828,4.5135,3.7315,0.165,0.148,0.0833,0.067,,,0.18,,86.67,85.5,0.0126,0.0303,0.09,0.11,36,36.23,26.49,26.53,6.55,6.54,0.04,,30.168,5.573,2.814,0.027,97.496,97.485,41.706,0.163
79,FK,OFF,REEF,2/12/2015,16:37:00,280,Eastern Dry Rocks,24.4536,-81.8437,31.95,0.0457,0.0934,0.0119,0.0589,0.0338,0.0345,0.2613,0.1733,6.1961,6.5607,0.307,0.2667,5.8891,6.294,0.2453,0.1955,0.0181,0.0104,,,0.26,,86.08,79.47,0.0758,0.0748,0.13,0.31,36.32,36.31,23.26,23.13,6.91,6.92,0.1,,25.254,16.928,1.251,0.246,99.536,99.61,3.738,0.038
80,FK,OFF,REEF,6/2/2015,15:01:00,280,Eastern Dry Rocks,24.4536,-81.8437,26.98,0.1131,0.0817,0.1033,0.0733,0.0098,0.0084,0.1259,0.1476,3.6992,3.7529,0.239,0.2292,3.4602,3.5237,0.1656,0.1633,0.0294,0.0119,,,0.42,,80.78,83.42,2.5238,0.1707,0.01,0.06,36.45,36.48,27.88,27.84,6.38,6.39,0.08,,22.338,8.129,1.443,10.522,96.521,96.556,12.848,0.04
81,FK,OFF,REEF,9/14/2015,14:48:00,280,Eastern Dry Rocks,24.4536,-81.8437,30.88,0.056,0.142,0.027,0.094,0.029,0.048,0.128,0.187,7.9869,7.9869,0.184,0.329,7.8029,7.6579,0.1575,0.2144,,0.009,,,0.3,,105.83,87.83,0.0177,0.0539,0.18,0.15,34.45,36.1,31.32,29,6.11,6.28,0.06,,50.708,,1.168,0.096,93.566,95.613,15.866,2.164
82,FK,OFF,REEF,12/14/2015,17:58:03,280,Eastern Dry Rocks,24.4536,-81.8437,26.86,0.176,0.166,0.151,0.141,0.025,0.025,0.696,0.565,6.1314,5.833,0.872,0.731,5.2594,5.102,0.1303,0.1322,0.068,0.065,,,0.28,,74.98,76.64,0.4596,0.502,0,0.1,35.81,35.81,26.59,26.53,6.55,6.55,0.06,,47.041,12.824,6.69,0.525,97.412,97.44,19.281,0.02
83,FK,OFF,REEF,3/1/2016,12:08:43,280,Eastern Dry Rocks,24.4536,-81.8437,26.89,0.087,0.152,0.081,0.139,0.006,0.013,0.19,0.22,4.4957,4.7717,0.277,0.372,4.2187,4.3997,0.1435,0.1574,0.002,0.005,,,0.15,,90,84,0.1817,0.0237,0.15,0.19,36.38,36.33,23.63,23.24,6.86,6.91,0.17,,31.327,138.5,1.93,0.656,99.335,99.551,1.168,0.093
84,FK,OFF,REEF,6/27/2016,16:23:04,280,Eastern Dry Rocks,24.4536,-81.8437,31.67,0.493,0.283,0.456,0.226,0.037,0.057,0.466,0.474,17.4234,12.8484,0.959,0.757,16.4644,12.0914,0.6205,0.2506,0.035,0.027,,,1.05,,143.33,87.42,5.3078,1.2985,0.29,0.65,36.53,36.28,30.95,27.06,6.08,6.48,0.21,,28.08,27.4,1.546,5.535,94.028,97.112,0.113,1.367
85,FK,OFF,REEF,9/21/2016, 14:14:11 ,280,Eastern Dry Rocks,24.4536,-81.8437,27.68,0.021,0.494,0.003,0.4212,0.018,0.0728,0.2,1.0279,7.1563,6.7586,0.221,1.5219,6.9353,5.2367,0.134,0.164,0.0341,0.0152,,,0.22,,103.42,88.5,0.003,1.538,0.25,1.66,35.71,36.14,30.11,29.01,6.19,6.28,0.11,,53.405,6.477,1.649,0.014,94.766,95.627,5.126,0.763
86,FK,OFF,REEF,12/1/2016,9:42:04,280,Eastern Dry Rocks,24.4536,-81.8437,23.75,1.161,0.571,1.153,0.543,0.008,0.028,0.893,0.583,4.8871,5.3398,2.054,1.154,2.8331,4.1858,0.129,0.159,0.021,0.021,,,0.37,,84.33,90.75,0.286,1.036,0.02,0.53,36.24,36.38,26.28,25.74,6.56,6.62,0.13,,37.885,97.81,15.922,0.139,97.608,98.064,4.621,0.299
87,FK,OFF,REEF,3/13/2017,10:34:20,280,Eastern Dry Rocks,24.4536,-81.8437,26.89,0.1999,0.1653,0.1855,0.1347,0.0145,0.0307,0.1031,0.1821,6.7119,6.3027,0.303,0.3474,6.4089,5.9554,0.1301,0.1295,0,0,,,0.19,,75.93,75.43,0.261,0.277,0.03,0.16,36.44,36.52,25.05,23.83,6.69,6.83,0.11,,51.572,,2.328,0.861,98.436,99.204,7.89,0.475
